street,lat1,lng1,lat2,lng2
Gerry's Landing Road,42.37121,-71.133869,42.3712785,-71.1337589
Rindge Avenue,42.3927247,-71.1280374,42.392717,-71.128022
Fellsway,42.3946075,-71.0854098,42.3949387,-71.0853004
Harvard Street,42.3669905,-71.0978512,42.3668364,-71.0973012
Land Boulevard,42.3633372,-71.0783739,42.3634451,-71.0783809
Gerry's Landing Road,42.3728198,-71.1344105,42.372901,-71.1344259
Holworthy Street,42.378126,-71.150815,42.378619,-71.150968
Holworthy Street,42.3750418,-71.1500543,42.3751327,-71.1500058
Soldiers Field Road,42.37221,-71.13026,42.3720402,-71.1302801
Holland Street,42.397214,-71.123089,42.397642,-71.123451
Leverett Connector,42.3827512,-71.0769323,42.3825356,-71.0769795
Sherborn Street,42.350785,-71.100255,42.35032,-71.100358
Grozier Road,42.377458,-71.141317,42.37748,-71.141317
Longfellow Park,42.37563,-71.126809,42.375939,-71.126667
Concord Avenue,42.388161,-71.1434641,42.3881285,-71.1433812
Old Dee Road,42.376156,-71.145048,42.376134,-71.14507
Vassal Lane,42.382318,-71.135359,42.382024,-71.1351
Fosket Street,42.39719,-71.115791,42.397168,-71.115731
Buckingham Street,42.3788088,-71.1295048,42.378956,-71.129605
Fayette Street,42.3708639,-71.1046805,42.3712735,-71.1043353
Massachusetts Avenue,42.372564,-71.1160043,42.3726211,-71.1161073
Massachusetts Avenue,42.388777,-71.119521,42.3888554,-71.1195552
Mary Street,42.4023043,-71.1538283,42.4023076,-71.1537682
Porter Square,42.3882137,-71.1189758,42.3881566,-71.1190123
Brighton Street,42.3974386,-71.1594989,42.3975155,-71.1596152
Chestnut Street,42.3594165,-71.1135681,42.3590939,-71.1130442
Gateway Park,42.399803,-71.073943,42.3996002,-71.0739649
Mangano Court,42.378942,-71.154217,42.378899,-71.153761
Fresh Pond Lane,42.3759378,-71.1429582,42.375981,-71.143031
Massachusetts Avenue,42.392496,-71.124662,42.392696,-71.124874
Fresh Pond Parkway,42.375225,-71.139479,42.374992,-71.138965
Century Street,42.396667,-71.097253,42.396853,-71.09703
Storrow Drive,42.350822,-71.099472,42.350709,-71.097819
Dr. Paul Dudley White Path,42.3740217,-71.1322615,42.3735461,-71.1330005
Third Street,42.363851,-71.083472,42.3639496,-71.0834159
Massachusetts Avenue,42.362867,-71.099395,42.362651,-71.099051
Earle Street,42.3754511,-71.0908811,42.375454,-71.0908999
Highland Avenue,42.3848835,-71.0935001,42.384659,-71.092918
Gerry's Landing Road,42.3713794,-71.1339422,42.3713952,-71.1340789
West Street,42.3696518,-71.1041079,42.3694002,-71.1034025
Century Street,42.397357,-71.096594,42.397566,-71.096421
Shore Drive,42.3981106,-71.0898124,42.3980429,-71.0899627
Washington Avenue,42.385178,-71.123047,42.385522,-71.123272
Brighton Street,42.3969363,-71.1591177,42.3970385,-71.1591615
Concord Avenue,42.3916768,-71.1610882,42.39175,-71.1613508
Athens Street,42.37017,-71.115554,42.370753,-71.115181
Washington Street,42.3648547,-71.0962494,42.365043,-71.097096
Dr. Paul Dudley White Path,42.370866,-71.1329997,42.3708208,-71.1329961
Old Dee Road,42.376009,-71.144762,42.376025,-71.144723
Alwife Brook Parkway,42.4021937,-71.1354812,42.4023712,-71.1353353
Dr. Paul Dudley White Path,42.3662411,-71.1362471,42.3662644,-71.1362103
Beech Path,42.3878015,-71.1486547,42.3877084,-71.1485582
Dr. Paul Dudley White Path,42.365652,-71.1160499,42.366306,-71.1160499
Concord Avenue,42.3911147,-71.1589333,42.3910755,-71.1586854
Dr. Paul Dudley White Path,42.3624099,-71.072992,42.3624409,-71.0729891
Tremont Street,42.3714892,-71.0981074,42.3704713,-71.0988397
Memorial Drive,42.3614401,-71.0800002,42.3614836,-71.0799617
Blakeslee Street,42.380481,-71.135153,42.38052,-71.13514
Binney Street,42.3654077,-71.0798549,42.3657342,-71.0823709
Binney Street,42.3650954,-71.0782211,42.3650108,-71.0775975
Concord Avenue,42.3794093,-71.1256874,42.3793135,-71.1255165
Dr. Paul Dudley White Path,42.3667384,-71.1376105,42.3664142,-71.137998
Reardon Street,42.357004,-71.104374,42.356667,-71.103782
Garden Street,42.380135,-71.125065,42.380496,-71.125362
Alewife Linear Park,42.3979299,-71.1332805,42.3979039,-71.1330947
Cambridge Street,42.3759894,-71.1175656,42.3760217,-71.1177733
Albany Street,42.3576712,-71.1028038,42.3577688,-71.1026154
Coolidge Avenue,42.3670937,-71.1423133,42.3679406,-71.1418086
Allston Street,42.359236,-71.109214,42.358999,-71.108813
Main Street,42.3628555,-71.0920012,42.3628084,-71.0913412
Binney Street,42.3649726,-71.0774621,42.3648867,-71.0772962
Dr. Paul Dudley White Path,42.3726745,-71.1275506,42.3725888,-71.1274347
Concord Avenue,42.3914002,-71.1604246,42.3913686,-71.1602893
Main Street,42.3619276,-71.0797409,42.362099,-71.082142
Field Street,42.38744,-71.138372,42.387369,-71.13821
Gore Street,42.3721977,-71.0833455,42.372147,-71.082967
Willow Street,42.372562,-71.09182,42.372197,-71.092029
Dr. Paul Dudley White Path,42.3667205,-71.135699,42.3667551,-71.135615
Rogers Avenue,42.399444,-71.111436,42.399344,-71.111519
Fitchburg Cutoff Path,42.3960375,-71.1441304,42.3960837,-71.1441209
Terminal Road,42.3904746,-71.1427808,42.3902408,-71.1424264
Banks Street,42.365472,-71.114931,42.36575,-71.114854
Dr. Paul Dudley White Path,42.3691239,-71.1174205,42.369439,-71.1179998
Grove Street,42.380533,-71.157816,42.380835,-71.157892
Dr. Paul Dudley White Path,42.3579227,-71.0734236,42.3580966,-71.0733524
Gateway Park,42.396489,-71.07419,42.396384,-71.074148
Beech Path,42.3865514,-71.1470642,42.3865177,-71.1470025
Alewife Brook Parkway,42.3906888,-71.141561,42.3909013,-71.1414338
Broadway,42.3944579,-71.097045,42.393929,-71.096049
Whittier Street,42.386608,-71.126176,42.387642,-71.126797
Mount Auburn Street,42.370098,-71.113348,42.3698624,-71.1125813
Gerry's Landing Road,42.3713952,-71.1340789,42.371434,-71.134194
Sozio Rotary,42.3865499,-71.1410941,42.3865387,-71.1410496
Monsignor O'Brien Highway,42.3706819,-71.0759518,42.3704588,-71.0756703
Columbus Avenue,42.3998271,-71.1372016,42.3998873,-71.13708
Dr. Paul Dudley White Path,42.3677645,-71.0739899,42.36771,-71.0739336
Harvey Street,42.3973308,-71.1304016,42.3972804,-71.1304942
Brookline Street,42.3623724,-71.1028961,42.362863,-71.102432
Western Avenue,42.363175,-71.135331,42.363255,-71.134762
Fifth Street,42.368022,-71.083939,42.368702,-71.083781
Mount Auburn Street,42.3749895,-71.1352585,42.3749565,-71.1347745
Acorn Park Road,42.4006941,-71.1536215,42.4007498,-71.1535544
Spring Street,42.369607,-71.085282,42.369381,-71.083625
Dr. Paul Dudley White Path,42.368615,-71.1236147,42.3686452,-71.1235665
Dr. Paul Dudley White Path,42.3521017,-71.1124075,42.3520737,-71.1119145
Dr. Paul Dudley White Path,42.364722,-71.1380267,42.3647528,-71.1379154
Dr. Paul Dudley White Path,42.3716362,-71.1340125,42.3716484,-71.1336859
Memorial Drive,42.374484,-71.129758,42.374448,-71.129428
Putnam Avenue,42.360729,-71.113304,42.361695,-71.113462
River Road,42.397753,-71.093293,42.39785,-71.093442
Columbia Terrace,42.365122,-71.099914,42.3648423,-71.0990931
Beech Path,42.3877084,-71.1485582,42.3875737,-71.1484241
Smith Place,42.391368,-71.150873,42.39149,-71.150866
Land Boulevard,42.36152,-71.0785253,42.3616099,-71.0785046
Pleasant Street,42.3612644,-71.1114621,42.3617379,-71.1109105
Dr. Paul Dudley White Path,42.370403,-71.133883,42.3703613,-71.1339605
Dr. Paul Dudley White Path,42.3682916,-71.1167526,42.3687363,-71.1170234
Mount Auburn Street,42.3749245,-71.1342295,42.3749225,-71.1341955
Properzi Way,42.3800683,-71.1071615,42.3803231,-71.1067901
Brewer Street,42.373822,-71.125069,42.373666,-71.125169
Alewife Brook Parkway,42.3992157,-71.140647,42.399307,-71.140524
Story Street,42.3735839,-71.1232196,42.3735009,-71.1232981
Blanchard Road,42.392258,-71.157661,42.392674,-71.157788
Blackstone Street,42.3628684,-71.1145795,42.363131,-71.114619
Sunset Road,42.392671,-71.156886,42.39305,-71.156999
Lansdowne Street,42.3598989,-71.1016971,42.3602342,-71.1009438
Austin Street,42.3733382,-71.0695961,42.373449,-71.0694726
Gateway Park,42.4018106,-71.0704244,42.4017789,-71.0705638
Church Street,42.3741682,-71.1209309,42.3743394,-71.1205189
US 1,42.3697596,-71.0671056,42.3697444,-71.0668944
Bryant Street,42.379616,-71.111242,42.379616,-71.110909
Massachusetts Avenue,42.3611444,-71.0965479,42.3608275,-71.0960005
Fifth Street,42.367365,-71.084096,42.36775,-71.084008
Grant Street,42.3916934,-71.0916865,42.3923363,-71.0907925
Dr. Paul Dudley White Path,42.3522187,-71.1131135,42.3521017,-71.1124075
Dr. Paul Dudley White Path,42.3513421,-71.1030235,42.3513022,-71.1024137
Scott Street,42.379613,-71.109508,42.3796434,-71.1093845
I 93,42.375063,-71.0726746,42.3752412,-71.0729311
State Street,42.362692,-71.098852,42.3626848,-71.0986661
Beacon Street,42.3761138,-71.1037199,42.3761783,-71.1037992
West Place,42.3700997,-71.1037888,42.3703454,-71.1036064
Clark Street,42.366922,-71.094033,42.367045,-71.093891
Hampshire Street,42.3737184,-71.1008127,42.3738259,-71.1009424
Dr. Paul Dudley White Path,42.364846,-71.1377331,42.3648865,-71.1377129
Davenport Street,42.390046,-71.11889,42.3902962,-71.1184272
Soldiers Field Road,42.356774,-71.118365,42.356638,-71.118386
Highland Street,42.378883,-71.13551,42.378988,-71.13484
Alewife Linear Park,42.3980146,-71.1353589,42.3980116,-71.1351365
Soldiers Field Road,42.3519901,-71.1127326,42.351952,-71.1124494
Gold Star Road Court,42.399536,-71.130701,42.399322,-71.130266
Massachusetts Avenue,42.3730503,-71.1176696,42.3731088,-71.1179073
Reservoir Street,42.378844,-71.13788,42.378734,-71.137056
Seagrave Road,42.3989654,-71.1403439,42.3988591,-71.1403927
Cedar Street,42.3978247,-71.1308172,42.3978826,-71.1307226
Magee Street,42.365682,-71.111609,42.365928,-71.111648
Portsmouth Street,42.368686,-71.092988,42.3684386,-71.0943873
Bent Street,42.367531,-71.085316,42.367583,-71.085727
Story Street,42.374257,-71.1217549,42.3735839,-71.1232196
Vassar Street,42.354083,-71.107071,42.354149,-71.107033
Soldiers Field Road,42.3692479,-71.130402,42.3690348,-71.130458
Lexington Avenue,42.376346,-71.139748,42.377237,-71.140062
Storrow Drive,42.350899,-71.100698,42.350822,-71.099472
Dr. Paul Dudley White Path,42.3672567,-71.0738457,42.3672147,-71.0738595
Highland Avenue,42.389025,-71.105228,42.3887117,-71.1042884
Dr. Paul Dudley White Path,42.3679808,-71.1319141,42.3680888,-71.1317638
Cambridge Parkway,42.3628244,-71.0782998,42.3628708,-71.0782602
South Street,42.3741563,-71.0880606,42.3741442,-71.0880969
North Point Boulevard,42.3692216,-71.0691465,42.3692351,-71.0690852
Land Boulevard,42.365689,-71.0765292,42.3669388,-71.0753513
Nashua Street,42.3676605,-71.0663438,42.3676228,-71.0664427
Community Path over Gilmore Bridge,42.3733028,-71.069894,42.3730105,-71.0701005
Clark Street,42.367491,-71.093268,42.367601,-71.093065
Dr. Paul Dudley White Path,42.3531529,-71.0846997,42.3531618,-71.0844682
Park Avenue,42.377098,-71.149435,42.377124,-71.149355
Grosvenor Road,42.382872,-71.161004,42.383072,-71.160254
Soldiers Field Road,42.3665859,-71.1321854,42.366323,-71.1325187
Gibson Street,42.375472,-71.132523,42.375864,-71.132462
Concord Turnpike,42.4015814,-71.154041,42.4017706,-71.1544454
Porter Square,42.3885707,-71.1193575,42.3885856,-71.1193304
Medford Street,42.376737,-71.089119,42.376428,-71.089046
SR 3,42.362067,-71.0717396,42.3617588,-71.0715332
Hampshire Street,42.3662868,-71.0917717,42.366776,-71.09237
Lambert Street,42.373136,-71.086408,42.37304,-71.086472
Lakeview Avenue,42.3843295,-71.1410957,42.3844109,-71.1412046
Vassal Lane,42.384101,-71.140409,42.383948,-71.140011
Massachusetts Avenue,42.3736595,-71.1188188,42.3737814,-71.1188452
Western Avenue,42.361916,-71.143483,42.3619774,-71.1431571
Back Street,42.350715,-71.099472,42.350596,-71.09775
Cardinal Medeiros Avenue,42.3690649,-71.0901827,42.3691143,-71.0901544
Highland Avenue,42.371614,-71.106831,42.37162,-71.106827
Fainwood Circle,42.373017,-71.10337,42.373113,-71.103271
Holland Street,42.396809,-71.122777,42.3970229,-71.1229348
Washington Street,42.3656806,-71.0996858,42.365778,-71.099958
Broadway,42.3984975,-71.1079708,42.3984171,-71.1077484
Rice Street,42.393922,-71.130247,42.393601,-71.13081
Fairmount Street,42.401019,-71.139768,42.401376,-71.139211
Dr. Paul Dudley White Path,42.3687363,-71.1170234,42.3690121,-71.11728
Grove Street,42.382798,-71.158087,42.382937,-71.158179
Pearl Street,42.356798,-71.1111645,42.3565062,-71.1114735
Dr. Paul Dudley White Path,42.3652102,-71.0697717,42.365572,-71.0695976
Memorial Drive,42.353813,-71.10337,42.353933,-71.102998
Alwife Brook Parkway,42.4014141,-71.1361078,42.4014712,-71.1360391
Brown Street,42.376657,-71.128601,42.37633,-71.128759
Sacramento Street,42.382558,-71.115683,42.382555,-71.11538
Soldiers Field Road,42.363438,-71.11792,42.36371,-71.117934
Fitchburg Cutoff Path,42.3961592,-71.1440694,42.3961968,-71.1440716
Earle Street,42.3753854,-71.09076,42.3753963,-71.0907688
Central Street,42.391924,-71.100975,42.391955,-71.100953
Appleton Street,42.380256,-71.134132,42.380305,-71.13414
John F. Kennedy Street,42.3717722,-71.1208103,42.3721715,-71.1204843
Coolidge Avenue,42.37068,-71.1402893,42.371007,-71.140205
Concord Avenue,42.390548,-71.154005,42.3907911,-71.1559708
Concord Turnpike,42.4000071,-71.1497709,42.3998703,-71.1493178
Waverly Street,42.3608831,-71.146195,42.3608413,-71.1454215
Fresh Pond Paths,42.3842847,-71.1420136,42.3846482,-71.1418219
Elm Street,42.3870439,-71.1146338,42.3879485,-71.1154222
South Normandy Avenue,42.393101,-71.157908,42.393365,-71.157162
Waverly Street,42.3607823,-71.1442688,42.360644,-71.141569
Fitchburg Cutoff Path,42.3962355,-71.144253,42.396197,-71.1444954
Garden Street,42.385532,-71.132215,42.3851894,-71.1317276
Memorial Drive,42.3565333,-71.0943928,42.3566293,-71.0941815
Concord Avenue,42.3880604,-71.1432458,42.3879729,-71.1431026
Massachusetts Avenue,42.3630798,-71.0997601,42.362982,-71.099593
Arnold Circle,42.3682009,-71.1083835,42.368556,-71.108023
Pearl Street,42.358999,-71.108813,42.358263,-71.109585
Old Dee Road,42.37604,-71.14471,42.376052,-71.144706
Temple Street,42.395237,-71.091149,42.3952766,-71.0908717
Reservoir Street,42.380514,-71.135998,42.38101,-71.135902
Washington Street,42.38636,-71.167157,42.386222,-71.166629
Soldiers Field Road,42.367674,-71.119789,42.367622,-71.119526
Highland Avenue,42.394609,-71.11795,42.394529,-71.11776
North Point Boulevard,42.3706918,-71.071365,42.370728,-71.0714652
Massachusetts Avenue,42.3966004,-71.1294246,42.3963028,-71.1290826
Edward Street,42.400667,-71.10257,42.400588,-71.102451
Gateway Park,42.3992733,-71.0738844,42.398979,-71.073847
Magazine Street,42.3578191,-71.1124949,42.357888,-71.112427
Windsor Street,42.3632946,-71.0966957,42.3637804,-71.096608
Leverett Connector,42.3750945,-71.0730106,42.3758856,-71.0739699
Dr. Paul Dudley White Path,42.3652056,-71.1375292,42.3652353,-71.1374353
Dr. Paul Dudley White Path,42.3536388,-71.1102455,42.3536135,-71.1103056
School Street,42.364001,-71.099005,42.3639782,-71.0983715
Coolidge Avenue,42.3666742,-71.1428641,42.3667582,-71.1426726
Old Dee Road,42.376191,-71.144909,42.376189,-71.14497
Brattle Circle,42.3756228,-71.1414599,42.3755896,-71.1414579
South Street,42.3741247,-71.0882669,42.3741502,-71.0885041
Greenough Boulevard,42.3641799,-71.1464798,42.3640229,-71.1466492
Wheeler Street,42.3887358,-71.1441504,42.3887849,-71.1441234
Earle Street,42.375444,-71.090848,42.3754482,-71.0908643
Hampshire Street,42.3728398,-71.0997554,42.3729983,-71.0999442
Mooney Street,42.394344,-71.150759,42.39429,-71.150558
The Infinite Corridor,42.36003,-71.0906264,42.3600721,-71.0905131
SR 3,42.3625762,-71.0717369,42.3624713,-71.0717822
Memorial Drive,42.3566986,-71.0947601,42.3565367,-71.095244
French Terrace,42.372898,-71.151484,42.373882,-71.152146
Hurley Street,42.368702,-71.083781,42.3686204,-71.0832427
Peabody Street,42.3757358,-71.1182951,42.3758119,-71.1181664
River Road,42.397112,-71.09291,42.397154,-71.09296
Wheeler Street,42.3887849,-71.1441234,42.3888731,-71.1441092
Linnaean Street,42.384337,-71.121754,42.384448,-71.121375
Cambridge Street,42.3703697,-71.0754395,42.3704588,-71.0756703
Lexington Avenue,42.3834405,-71.1422665,42.383561,-71.142315
Bailey Road,42.3960405,-71.0884281,42.3977226,-71.0906608
Wendell Street,42.381716,-71.11508,42.381559,-71.115689
Rogers Avenue,42.399344,-71.111519,42.3972,-71.112954
Dr. Paul Dudley White Path,42.3559727,-71.1139128,42.3560733,-71.1140833
Moreland Street,42.397129,-71.097773,42.39723,-71.097683
South Street,42.3741346,-71.0881346,42.3741277,-71.0881733
Shady Hill Square,42.379164,-71.108952,42.379393,-71.108615
Massachusetts Avenue,42.3573898,-71.0926838,42.3573189,-71.0926487
Thorndike Street,42.3695578,-71.0795336,42.369482,-71.078913
Glenn Road,42.388952,-71.158249,42.38894,-71.158055
Traill Street,42.37598,-71.136769,42.375857,-71.136653
Concord Avenue,42.379032,-71.124983,42.3787771,-71.1244923
Medford Street,42.3741563,-71.0880606,42.3741191,-71.0880369
Dr. Paul Dudley White Path,42.366679,-71.1357929,42.3667205,-71.135699
Clark Street,42.367045,-71.093891,42.367201,-71.093691
Soldiers Field Road,42.363479,-71.140318,42.3635822,-71.1397088
Huron Avenue,42.384595,-71.128202,42.384643,-71.128103
Franklin Street,42.3677647,-71.1110854,42.3676093,-71.1106695
Dr. Paul Dudley White Path,42.3632669,-71.1439346,42.3632923,-71.1438676
US 1,42.3698866,-71.0659705,42.3698632,-71.0661566
Foster Place,42.375932,-71.129523,42.376494,-71.129256
Alwife Brook Parkway,42.4014712,-71.1360391,42.4016106,-71.1359619
Concord Turnpike,42.3974007,-71.1413113,42.3974995,-71.1413741
Dr. Paul Dudley White Path,42.3639065,-71.1399633,42.3639174,-71.1398694
Fresh Pond Bikeway,42.3880788,-71.1435512,42.3882093,-71.1437345
Raymond Street,42.3839508,-71.1255173,42.384529,-71.125846
Cambridgepark Drive,42.3945922,-71.1407939,42.3945673,-71.1407451
Hollis Street,42.393732,-71.128612,42.393843,-71.1285
Vassar Street,42.3610495,-71.0929964,42.3611637,-71.0927647
Coolidge Avenue,42.3730532,-71.1399595,42.373413,-71.1399182
Harvey Street,42.397215,-71.130676,42.3972053,-71.1307295
Clifton Street,42.3966,-71.136327,42.396599,-71.136327
Massachusetts Avenue,42.3608275,-71.0960005,42.3605675,-71.0955713
Coolidge Avenue,42.3665502,-71.1433136,42.366608,-71.1430694
Fresh Pond Parkway,42.374991,-71.138487,42.375165,-71.139002
Kelly Road,42.362953,-71.110101,42.3627203,-71.109745
Lancaster Street,42.385666,-71.121094,42.385609,-71.120304
Porter Circle,42.3898141,-71.1215376,42.3896176,-71.1212286
Hillside Avenue,42.385382,-71.123685,42.385522,-71.123272
Scott Street,42.378181,-71.110689,42.378238,-71.110663
Brookline Street,42.362326,-71.10294,42.3623724,-71.1028961
Magnolia Avenue,42.376877,-71.107668,42.376955,-71.108284
Tudor Street,42.360715,-71.104495,42.359866,-71.103047
Cushing Street,42.375312,-71.151415,42.3748648,-71.1513164
Magazine Street,42.360268,-71.109806,42.360407,-71.109654
River Street,42.3655057,-71.1040301,42.3655783,-71.1040128
Dr. Paul Dudley White Path,42.3698942,-71.1307868,42.3700027,-71.1308003
Willow Place,42.3740926,-71.0914592,42.3743977,-71.0913945
Blanchard Road,42.387365,-71.157758,42.387531,-71.157688
Larch Road,42.378469,-71.142719,42.378255,-71.142568
Dr. Paul Dudley White Path,42.3511807,-71.1006983,42.3511427,-71.1000871
Memorial Drive,42.367511,-71.116229,42.3676672,-71.1162959
Essex Street,42.366982,-71.101489,42.367251,-71.101304
Dr. Paul Dudley White Path,42.3649727,-71.1377062,42.3650302,-71.1377009
