start_lat,start_lng,end_lat,end_lng,name
37.7229214,-122.4449723,37.7229198,-122.4471932,Ocean Ave
37.7229198,-122.4471932,37.7230421,-122.4471668,Ocean Ave
37.7230421,-122.4471668,37.7230356,-122.4490989,Ocean Ave
37.7230356,-122.4490989,37.7243288,-122.448729,Cloud Cir
37.7243288,-122.448729,37.7243417,-122.4497798,Cloud Cir
37.7243417,-122.4497798,37.7246792,-122.4500679,Cloud Cir
37.7246792,-122.4500679,37.7245442,-122.4507547,Cloud Cir
37.7245442,-122.4507547,37.7264484,-122.4507734,
37.7229214,-122.4449723,37.7229198,-122.4471932,Ocean Ave
37.7229198,-122.4471932,37.7230421,-122.4471668,Ocean Ave
37.7230421,-122.4471668,37.7230356,-122.4490989,Ocean Ave
37.7230356,-122.4490989,37.7243288,-122.448729,Cloud Cir
37.7243288,-122.448729,37.7243851,-122.4488472,Cloud Cir
37.7243851,-122.4488472,37.7247456,-122.4488008,Cloud Cir
37.7247456,-122.4488008,37.7252505,-122.4493382,Cloud Cir
37.7252505,-122.4493382,37.7253582,-122.4495828,Cloud Cir
37.7253582,-122.4495828,37.7259927,-122.4495666,Cloud Cir
37.7259927,-122.4495666,37.7263935,-122.4493163,
37.7229214,-122.4449723,37.7229198,-122.4471932,Ocean Ave
37.7229198,-122.4471932,37.7230421,-122.4471668,Ocean Ave
37.7230421,-122.4471668,37.7230356,-122.4490989,Ocean Ave
37.7230356,-122.4490989,37.7243288,-122.448729,
37.7243288,-122.448729,37.7245256,-122.447941,
37.7245256,-122.447941,37.7267351,-122.4479469,
37.7267351,-122.4479469,37.7265529,-122.4481906,
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7249813,-122.4431054,San Jose Avenue
37.7249813,-122.4431054,37.7249827,-122.4450576,Sgt John V Young St
37.7249827,-122.4450576,37.7262701,-122.4452415,Havelock St
37.7262701,-122.4452415,37.7266886,-122.4468934,Havelock St
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7249813,-122.4431054,San Jose Avenue
37.7249813,-122.4431054,37.7249827,-122.4450576,Sgt John V Young St
37.7249827,-122.4450576,37.7262701,-122.4452415,Havelock St
37.7262701,-122.4452415,37.7264713,-122.445579,Havelock St
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7229877,-122.4461903,U-turn
37.7229877,-122.4461903,37.7231324,-122.4461745,
37.7231324,-122.4461745,37.7260753,-122.4437059,
37.7260753,-122.4437059,37.7266025,-122.4441397,
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7267541,-122.4416153,San Jose Avenue
37.7267541,-122.4416153,37.7267472,-122.44272,Havelock St
37.7267472,-122.44272,37.7265453,-122.4430274,
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7265036,-122.4418248,San Jose Avenue
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7230759,-122.4432628,Ocean Ave
37.7230759,-122.4432628,37.7264566,-122.4405309,Delano Ave
37.7264566,-122.4405309,37.7264152,-122.4404542,San Juan Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7233412,-122.4410895,Ocean Ave
