-71.1510724504;42.3789652186;[[0.0295, [1, 295, 2032]], [0.013, [76, 130, 1512]]];['-71.1510653465', '42.3789446989', '-71.1510724504', '42.3789652186', 'Holworthy St', 'Holwort_St_10', '749.0', '700.0', 'St\n']
-71.1246143636;42.375986167;[[0.0263, [6, 263, 807]], [0.0238, [34, 238, 637]]];['-71.1246143636', '42.375986167', '-71.1236768962', '42.3762138804', 'Mason St', 'Mason_St_1', '918.0', '899.0', 'St\n']
-71.1236768962;42.3762138804;[[0.081, [317, 810, 23]], [0.0191, [113, 191, 538]]];['-71.1246143636', '42.375986167', '-71.1236768962', '42.3762138804', 'Mason St', 'Mason_St_1', '918.0', '899.0', 'St\n']
-71.1269797161;42.3755064869;[[0.024, [21, 240, 55]], [0.0091, [8, 91, 2667]]];['-71.1269797161', '42.3755064869', '-71.1269653146', '42.3755073458', 'Longfellow Pk', 'Longfel_Pk_1', '884.0', '888.0', 'Pk\n']
-71.1269653146;42.3755073458;[[0.0214, [1, 214, 725]], [0.0835, [79, 835, 3280]]];['-71.1269797161', '42.3755064869', '-71.1269653146', '42.3755073458', 'Longfellow Pk', 'Longfel_Pk_1', '884.0', '888.0', 'Pk\n']
-71.0918144021;42.3686680185;[[0.0411, [150, 411, 870]], [0.018, [8, 180, 573]]];['-71.0918144021', '42.3686680185', '-71.091768241', '42.3687507259', 'Berkshire St', 'Berkshi_St_2', '1524.0', '1511.0', 'St\n']
-71.091768241;42.3687507259;[[0.0033, [120, 33, 306]], [0.0186, [26, 186, 286]]];['-71.0918144021', '42.3686680185', '-71.091768241', '42.3687507259', 'Berkshire St', 'Berkshi_St_2', '1524.0', '1511.0', 'St\n']
-71.1311286173;42.3896101737;[[0.2707, [0, 2707, 353]], [0.006, [245, 60, 640]]];['-71.1311286173', '42.3896101737', '-71.1308724647', '42.3896280667', 'Walden Square Rd', 'Walden-S_Rd_1', '338.0', '335.0', 'Rd\n']
-71.1308724647;42.3896280667;[[0.0664, [0, 664, 976]], [0.0003, [604, 3, 332]]];['-71.1311286173', '42.3896101737', '-71.1308724647', '42.3896280667', 'Walden Square Rd', 'Walden-S_Rd_1', '338.0', '335.0', 'Rd\n']
-71.0796198369;42.360704808;[[0.0089, [48, 89, 1686]], [0.0091, [0, 91, 1141]]];['-71.0796198369', '42.360704808', '-71.0800224123', '42.360692037', 'Memorial Dr', 'Memoria_Dr_23', '2227.0', '2226.0', 'Dr\n']
