lat1,lng1,lat2,lng2,name
42.381226,-71.112587,42.381451,-71.112211,Museum St
42.371905,-71.086742,42.37192,-71.086872,Cambridge St
42.382673,-71.121771,42.382749,-71.121838,Gray St
42.368249,-71.093193,42.368132,-71.093526,Bristol St
42.365904,-71.07823,42.36607,-71.079521,Rogers St
42.366659,-71.095014,42.366802,-71.094908,Dickinson St
42.380738,-71.120938,42.380704,-71.121078,Langdon St
42.378863,-71.121189,42.378867,-71.121161,Follen St
42.378638,-71.14548,42.378716,-71.145315,Larchwood Dr
42.384316,-71.141028,42.384325,-71.141067,Vassal Ln
42.396896,-71.127732,42.396963,-71.127625,Shea Rd
42.399491,-71.138023,42.399597,-71.138033,Seagrave Rd
42.366959,-71.107885,42.367222,-71.108375,Green St
42.388015,-71.129437,42.387984,-71.129524,Sheridan St
42.384252,-71.121968,42.384208,-71.122063,Linnaean St
42.382982,-71.114267,42.382977,-71.114226,Crescent St
42.39955,-71.134261,42.399533,-71.134265,Brookford St
42.367589,-71.101052,42.367889,-71.100837,Essex St
42.371398,-71.115947,42.371368,-71.115955,Bow St
42.398717,-71.137057,42.398623,-71.137055,Harrison Ave
42.378281,-71.155237,42.378304,-71.155325,Lawn St
42.386699,-71.141002,42.386727,-71.140977,New St
42.369659,-71.089511,42.369705,-71.089656,Michael Way
42.368867,-71.116987,42.369005,-71.11712,Memorial Dr
42.363864,-71.108396,42.363692,-71.1086,Pleasant St
42.381843,-71.130062,42.381886,-71.130133,Concord Ave
42.382805,-71.131846,42.382856,-71.131956,Concord Ave
42.372649,-71.134506,42.372767,-71.134464,Gerrys Landing Rd
42.378189,-71.154869,42.378221,-71.154995,Lawn St
42.360014,-71.10537,42.360818,-71.106723,Valentine St
42.36194,-71.105476,42.361992,-71.105561,Lopez St
42.387018,-71.131554,42.387116,-71.13162,Sherman St
42.35483,-71.10254,42.35483,-71.10254,Amherst Aly
42.357227,-71.09238,42.357183,-71.092502,Memorial Dr
42.375464,-71.129488,42.375442,-71.12952,Burns Ct
42.364242,-71.1098,42.364716,-71.109873,Jay St
42.38519,-71.116314,42.385178,-71.116141,Forest St
42.372859,-71.121242,42.372869,-71.1214,Mt Auburn St
42.364161,-71.103175,42.364187,-71.103219,Green St
42.367871,-71.09736,42.36803,-71.097269,Columbia St
42.381778,-71.134718,42.381806,-71.134783,Vassal Ln
42.382755,-71.13203,42.382856,-71.131956,Royal Ave
42.374463,-71.118717,42.374498,-71.118701,Peabody St
42.353439,-71.106959,42.353438,-71.107141,Memorial Dr
42.370916,-71.10955,42.371433,-71.109208,Dana St
42.389344,-71.121588,42.389047,-71.122008,Porter Rd
42.357748,-71.108897,42.357174,-71.109505,Acorn St
42.360649,-71.104402,42.360707,-71.104499,Tudor St
42.377617,-71.149036,42.377546,-71.149073,Park Ave
42.37234,-71.137873,42.372286,-71.137726,Coolidge Hill
42.363953,-71.09747,42.363991,-71.09747,Cherry St
42.392489,-71.12531,42.392047,-71.12552,Pemberton St
42.387461,-71.138695,42.38747,-71.138628,Bay State Rd
42.368013,-71.113525,42.367942,-71.113526,Putnam Ave
42.372925,-71.125027,42.372931,-71.125007,Ross St
42.367451,-71.091713,42.36745,-71.091697,Lilac Ct
42.362873,-71.10399,42.362349,-71.104564,Salem St
42.383684,-71.138539,42.385109,-71.137381,Alpine St
42.383488,-71.113789,42.383378,-71.113651,Harris St
42.373263,-71.123805,42.373267,-71.123843,Nutting Rd
42.385833,-71.131878,42.385813,-71.131901,Walden St
42.385489,-71.115258,42.385922,-71.115792,Beacon St
42.353753,-71.103632,42.353707,-71.103817,Memorial Dr
42.389517,-71.128683,42.389504,-71.128717,Richdale Ave
42.377419,-71.12242,42.377426,-71.122395,Waterhouse St
42.377052,-71.124435,42.377066,-71.124489,St Johns Rd
42.375164,-71.149979,42.375184,-71.149971,Holworthy St
42.398692,-71.138165,42.398723,-71.138661,Whittemore Ave
42.371804,-71.139114,42.371798,-71.139056,Shady Hill Rd
42.364956,-71.108389,42.36491,-71.108907,Western Ave
42.370132,-71.113459,42.370446,-71.11434,Mt Auburn St
42.375793,-71.118526,42.375866,-71.118557,Peabody St
42.371483,-71.115492,42.371499,-71.115532,Arrow St
42.384132,-71.130268,42.384195,-71.130211,Winslow St
42.375222,-71.111059,42.375637,-71.110957,Irving St
42.397801,-71.149063,42.397812,-71.148713,Acorn Pk
42.393447,-71.1504,42.393598,-71.150364,Smith Pl
42.375206,-71.146249,42.375043,-71.147516,Mt Auburn St
42.369274,-71.113453,42.36928,-71.113566,Green St
42.376478,-71.137239,42.376209,-71.137357,Elmwood Ave
42.376453,-71.139793,42.37801,-71.140344,Lexington Ave
42.367359,-71.09152,42.367351,-71.091506,Lilac Ct
42.360802,-71.106864,42.360628,-71.107054,Pearl St
42.373142,-71.139932,42.373049,-71.139942,Coolidge Ave
42.372187,-71.089809,42.372292,-71.089749,Berkshire St
42.369856,-71.090467,42.370001,-71.090918,Hardwick St
42.380195,-71.134121,42.380264,-71.134137,Appleton St
42.374907,-71.092925,42.374968,-71.092908,Windsor St
42.392768,-71.120214,42.392907,-71.120337,Elm St N
42.376915,-71.15044,42.377012,-71.15047,Holworthy St
42.399778,-71.137074,42.398717,-71.137057,Harrison Ave
42.378095,-71.123532,42.378299,-71.123689,Garden St
42.374385,-71.12186,42.374426,-71.121896,Brattle St
42.397947,-71.142982,42.398066,-71.143194,Concord Tpk
42.367287,-71.101269,42.367589,-71.101052,Essex St
42.372923,-71.08819,42.372961,-71.088474,Jefferson St
42.397127,-71.132215,42.397244,-71.132214,Reed St
42.374477,-71.121939,42.374605,-71.12205,Brattle St
42.395766,-71.132278,42.395761,-71.132524,Dudley St
42.38062,-71.141603,42.380515,-71.142144,Huron Ave
42.383824,-71.139655,42.383894,-71.139855,Vassal Ln
42.379637,-71.131348,42.380005,-71.131604,Sparks St
42.376234,-71.11957,42.375851,-71.119413,Massachusetts Ave
42.390352,-71.12684,42.390348,-71.12685,Pemberton St
42.356566,-71.111406,42.356512,-71.111462,Pearl St
42.371344,-71.134124,42.371321,-71.1342,Eliot Cir
42.361607,-71.079842,42.3617,-71.079921,Memorial Dr
42.387822,-71.117784,42.388224,-71.118533,Somerville Ave
42.362076,-71.111449,42.36229,-71.111783,Fairmont St
42.37331,-71.106978,42.373636,-71.106712,Ellsworth Ave
42.371775,-71.117909,42.37194,-71.118472,Mt Auburn St
42.402967,-71.134307,42.402845,-71.134343,Alewife Brook Pkwy
42.366769,-71.079539,42.366665,-71.079562,Second St
42.365807,-71.106104,42.365611,-71.106336,Pleasant St
42.385839,-71.119287,42.385835,-71.119221,Newport Rd
42.397733,-71.143667,42.39728,-71.143444,Alewife T Station Access Rd
42.375778,-71.128928,42.375797,-71.129004,Foster St
42.397671,-71.141533,42.397649,-71.141506,Concord Tpk
42.387181,-71.138959,42.387447,-71.138751,Birch St
42.377263,-71.144524,42.377276,-71.144605,Meadow Way
42.371144,-71.096479,42.371584,-71.096212,Elm St
42.398613,-71.131006,42.398759,-71.131257,Gold Star Road Pl
42.357412,-71.10376,42.357408,-71.103776,Waverly St
42.384355,-71.117654,42.384299,-71.11766,Frost St
42.367566,-71.093095,42.367633,-71.092971,Clark St
42.375866,-71.118557,42.375929,-71.118593,Peabody St
42.368454,-71.094197,42.368423,-71.094372,Portsmouth St
42.366001,-71.100752,42.366094,-71.100686,Norfolk St
42.372893,-71.092449,42.373138,-71.092392,Evereteze Way
42.372467,-71.091103,42.372479,-71.091202,Cambridge St
42.375068,-71.111196,42.375202,-71.112233,Cambridge St
42.379617,-71.109502,42.379773,-71.109272,Scott St
42.384345,-71.123643,42.38435,-71.123636,Avon Pl
42.364211,-71.100861,42.364316,-71.100749,Douglass St
42.36997,-71.083487,42.369637,-71.083565,Fifth St
42.368545,-71.113429,42.368574,-71.113515,Franklin St
42.370211,-71.088553,42.370208,-71.088553,Memorial Way
42.364353,-71.084673,42.364402,-71.084788,Potter St
42.369856,-71.087276,42.369871,-71.087399,Spring St
42.378818,-71.150778,42.378864,-71.150743,Fountain Ter
42.365348,-71.103614,42.365574,-71.103991,Massachusetts Ave
42.369,-71.088921,42.369001,-71.088897,Cornelius Way
42.382769,-71.130575,42.382598,-71.130304,Boyle Ter
42.396234,-71.132173,42.396278,-71.132175,Reed St
42.356578,-71.097031,42.356473,-71.097342,Amherst Aly
42.381545,-71.115706,42.381558,-71.115653,Wendell St
42.360331,-71.083898,42.360485,-71.083987,Wadsworth St
42.38821,-71.143245,42.388271,-71.143298,Concord Ave
42.389483,-71.128733,42.389443,-71.128726,Richdale Ave
42.363074,-71.104372,42.362753,-71.104724,Pearl St
42.39306,-71.123718,42.393496,-71.123076,Milton St
42.398348,-71.131265,42.398438,-71.131177,Gold Star Rd
42.375743,-71.104751,42.375676,-71.104679,Line St
42.384448,-71.141235,42.384502,-71.141271,Lakeview Ave
42.372142,-71.082973,42.372028,-71.083,Fifth St
42.371539,-71.072687,42.371386,-71.072366,North St
42.392536,-71.136555,42.392564,-71.135777,Jefferson Pk
42.400248,-71.134469,42.40053,-71.135127,Massachusetts Ave
42.379795,-71.121423,42.379778,-71.121535,Chauncy St
42.383916,-71.136333,42.38401,-71.136258,Fayerweather St
42.377714,-71.126068,42.377732,-71.126171,St Johns Rd
42.377691,-71.152946,42.37769,-71.152963,Lawn St
42.394136,-71.158247,42.395209,-71.158586,Blanchard Rd
42.374583,-71.118679,42.374943,-71.118595,Peabody St
42.355749,-71.109701,42.355175,-71.110278,Brookline St
42.381573,-71.112199,42.381727,-71.112374,Carver St
42.375717,-71.141525,42.375702,-71.141524,Brattle Cir
42.380886,-71.154156,42.380896,-71.154176,Huron Ave
42.378617,-71.108567,42.378645,-71.108435,Farrar St
42.375368,-71.113519,42.375449,-71.11415,Cambridge St
42.37779,-71.127608,42.37779,-71.127608,Berkeley Pl
42.370316,-71.094202,42.370862,-71.093996,Windsor St
42.361879,-71.087097,42.361863,-71.086817,Deacon St
42.385241,-71.123079,42.385446,-71.1232,Washington Ave
42.370722,-71.093428,42.370792,-71.09339,Webster Ave
42.362847,-71.093647,42.362335,-71.093715,Portland St
42.384999,-71.141421,42.38512,-71.141351,Fresh Pond Pkwy
42.388564,-71.143333,42.388497,-71.143391,Alewife Brook Pkwy
42.380776,-71.111138,42.380793,-71.111144,Irving St
42.364053,-71.096573,42.364196,-71.096519,Windsor St
42.392883,-71.157854,42.393088,-71.157925,Blanchard Rd
42.365301,-71.084557,42.36528,-71.084583,Munroe St
42.369655,-71.118364,42.369719,-71.118653,Memorial Dr
42.375191,-71.154785,42.375191,-71.154786,Belmont St
42.391741,-71.127593,42.390378,-71.127659,Haskell St
42.377497,-71.128869,42.377554,-71.128979,Brattle St
42.376311,-71.115628,42.376493,-71.114762,Kirkland St
42.372275,-71.12524,42.372486,-71.125486,Memorial Dr
42.37681,-71.137036,42.376772,-71.13707,Elmwood Ave
42.370177,-71.088547,42.370146,-71.08855,Memorial Way
42.367719,-71.113531,42.36773,-71.114017,Flagg St
42.362167,-71.110398,42.362103,-71.110474,Pleasant St
42.371669,-71.106974,42.371794,-71.10729,Broadway
42.36956,-71.094058,42.369564,-71.094098,Seckel St
42.376075,-71.118342,42.37608,-71.118375,Cambridge St
42.363969,-71.101314,42.364014,-71.10139,Massachusetts Ave
42.368917,-71.141213,42.368167,-71.141673,Coolidge Ave
42.364107,-71.108148,42.364042,-71.108254,Pleasant St
42.377518,-71.144202,42.37757,-71.144232,Fresh Pond Ln
42.40033,-71.136667,42.400267,-71.136757,Alewife Brook Pkwy
42.373824,-71.088582,42.374074,-71.088521,Bedford St
42.395585,-71.135261,42.395701,-71.135265,Jackson St
42.382995,-71.120908,42.383062,-71.120964,Bowdoin St
42.391484,-71.135045,42.391484,-71.135045,Jackson Pl
42.376124,-71.125696,42.37548,-71.12598,Hawthorn St
42.373187,-71.120825,42.373158,-71.120911,Eliot St
42.401299,-71.134552,42.401332,-71.134629,Foch St
42.392118,-71.121353,42.392314,-71.121597,Orchard St
42.38801,-71.125684,42.387989,-71.125707,Walden St
42.362425,-71.096809,42.362543,-71.096793,Windsor St
42.366875,-71.110349,42.367181,-71.110058,Hancock St
42.399459,-71.139606,42.399394,-71.139762,Seagrave Rd
42.366802,-71.094908,42.366882,-71.094843,Dickinson St
42.391751,-71.130655,42.391408,-71.130572,Middlesex St
42.372942,-71.099877,42.37316,-71.099535,Hampshire Ct
42.384359,-71.117744,42.384355,-71.117654,Prentiss St
42.364905,-71.098029,42.365145,-71.097936,Pine St
42.367206,-71.109882,42.36726,-71.109983,Franklin St
42.384702,-71.131086,42.384778,-71.131192,Garden St
42.375046,-71.118578,42.375104,-71.118568,Peabody St
42.355954,-71.107617,42.356431,-71.108442,Chestnut St
42.377382,-71.144835,42.377401,-71.144857,Meadow Way
42.364744,-71.113913,42.364608,-71.113921,Putnam Ave
42.3653,-71.079876,42.365188,-71.079904,Second St
42.388094,-71.143134,42.388143,-71.143186,Concord Ave
42.385997,-71.12958,42.386027,-71.129501,Stearns St
42.371557,-71.078246,42.371549,-71.078287,Gore St
42.366742,-71.142712,42.366692,-71.142823,Coolidge Ave
42.353611,-71.110517,42.353457,-71.110519,Brookline St
42.380966,-71.154263,42.381089,-71.154409,Huron Ave
42.374886,-71.15156,42.374967,-71.152363,Belmont St
42.364761,-71.110639,42.364749,-71.110774,Western Ave
42.385314,-71.126327,42.385389,-71.126371,Raymond St
42.393513,-71.132071,42.3941,-71.132094,Reed St
42.369122,-71.117249,42.369163,-71.117302,Memorial Dr
42.384835,-71.127617,42.384762,-71.127802,Huron Ave
42.369468,-71.070662,42.369589,-71.070349,Education St
42.38648,-71.160917,42.386464,-71.1608,Blanchard Rd
42.360734,-71.11195,42.360785,-71.112035,Allston St
42.3567,-71.106855,42.356627,-71.10673,Putnam Ave
42.382693,-71.127392,42.382748,-71.127447,Garden St
42.398181,-71.153457,42.398181,-71.153457,Acorn Pk
42.388112,-71.121385,42.388142,-71.121392,Richdale Ave
42.379964,-71.144529,42.380132,-71.144544,Fresh Pond Pkwy
42.386175,-71.136529,42.386223,-71.136623,Field St
42.370953,-71.099861,42.372086,-71.099057,Prospect St
42.372165,-71.140007,42.371908,-71.140029,Coolidge Ave
42.373675,-71.106531,42.373724,-71.106639,Greenough Ave
42.365032,-71.105528,42.365024,-71.105547,River St
42.376677,-71.127349,42.376722,-71.127452,Brattle St
42.367615,-71.08617,42.36782,-71.08776,Bent St
42.386246,-71.125321,42.386256,-71.125288,Bellevue Ave
42.382972,-71.124942,42.383909,-71.125498,Raymond St
42.362083,-71.113521,42.361775,-71.113475,Putnam Ave
42.395238,-71.127814,42.395333,-71.127921,Massachusetts Ave
42.363145,-71.093575,42.363059,-71.093622,Portland St
42.382223,-71.12268,42.382284,-71.122731,Avon St
42.390892,-71.15697,42.390918,-71.157195,Concord Ave
42.388942,-71.125,42.389518,-71.128606,Richdale Ave
42.358737,-71.113991,42.358744,-71.113991,Florence St
42.364948,-71.096235,42.366072,-71.095809,Windsor St
42.388047,-71.142562,42.38817,-71.142131,Concord Ln
42.366146,-71.114122,42.366224,-71.114112,Elmer St
42.3738,-71.097851,42.373859,-71.097805,Prospect St
42.387766,-71.142703,42.387822,-71.142793,Concord Ave
42.373645,-71.092312,42.373645,-71.092312,Evereteze Way
42.389402,-71.132157,42.38942,-71.132153,Walden Square Rd
42.376647,-71.144091,42.376643,-71.144197,Larchwood Dr
42.36311,-71.095383,42.363192,-71.096499,Main St
42.391466,-71.135301,42.391467,-71.135293,Jackson Pl
42.372775,-71.11717,42.371853,-71.117594,Linden St
42.381619,-71.134433,42.38166,-71.134439,Vassal Ln
42.364617,-71.10656,42.364574,-71.106688,River St
42.364481,-71.097384,42.364555,-71.09772,Eaton St
42.378701,-71.136715,42.378699,-71.136669,Reservoir St
42.374376,-71.120094,42.374377,-71.120137,Church St
42.368328,-71.135368,42.368196,-71.135523,Greenough Blvd
42.365584,-71.113679,42.365516,-71.113698,Putnam Ave
42.370127,-71.11558,42.370099,-71.115499,Athens Ter
42.386232,-71.131021,42.386264,-71.131041,Sherman St
42.375084,-71.148032,42.375341,-71.14807,Homer Ave
42.375355,-71.113415,42.375368,-71.113519,Cambridge St
42.396375,-71.126979,42.396429,-71.127039,Locke St
42.369399,-71.108361,42.369728,-71.109376,Centre St
42.397812,-71.148713,42.397812,-71.148713,Acorn Pk
42.355258,-71.106397,42.355836,-71.10741,Chestnut St
42.369131,-71.097262,42.369219,-71.097391,Market St
42.37439,-71.11874,42.374437,-71.118726,Peabody St
42.398631,-71.136092,42.39856,-71.136092,Madison Ave
42.375974,-71.120983,42.376059,-71.121172,Garden St
42.377797,-71.152185,42.377724,-71.152718,Lawn St
42.370429,-71.081678,42.369976,-71.081785,Sciarappa St
42.38714,-71.121286,42.38715,-71.121299,Mt Vernon St
42.38871,-71.119233,42.388772,-71.119536,Somerville Ave
42.370636,-71.076934,42.370677,-71.077171,Cambridge St
42.377062,-71.15289,42.377312,-71.154052,St Sauveur Ct
42.390918,-71.157195,42.391013,-71.157029,Griswold St
42.369559,-71.117018,42.369421,-71.117098,Dewolfe St
42.403943,-71.134305,42.403185,-71.134281,Alewife Brook Pkwy
42.398129,-71.143344,42.398231,-71.143678,Concord Tpk
42.372557,-71.085138,42.372575,-71.085183,Gore St
42.373318,-71.120206,42.373312,-71.120253,Brattle St
42.379465,-71.111184,42.37961,-71.111248,Irving St
42.380078,-71.131647,42.380115,-71.131662,Sparks St
42.37009,-71.107037,42.370456,-71.108355,Harvard St
42.395119,-71.127679,42.395238,-71.127814,Massachusetts Ave
42.370709,-71.115082,42.370745,-71.115182,Mt Auburn St
42.367521,-71.106905,42.368532,-71.105925,Clinton St
42.366703,-71.107214,42.366628,-71.10729,Sellers St
42.363532,-71.109781,42.363344,-71.110334,River St
42.37027,-71.134578,42.370104,-71.134588,Greenough Blvd
42.36852,-71.099001,42.368571,-71.099131,Broadway
42.367649,-71.080961,42.367665,-71.08112,Charles St
42.361261,-71.111471,42.361218,-71.111522,Pleasant St
42.38259,-71.143134,42.382696,-71.143037,Fresh Pond Pkwy
42.36179,-71.096898,42.361889,-71.096884,Windsor St
42.355478,-71.098419,42.355357,-71.098781,Memorial Dr
42.358759,-71.111474,42.358473,-71.111788,Magazine St
42.369219,-71.097391,42.369263,-71.097456,Market St
42.353817,-71.110001,42.353923,-71.110243,Memorial Dr
42.395668,-71.128298,42.395671,-71.128301,Massachusetts Ave
42.380564,-71.153291,42.380603,-71.15339,Huron Ave
42.365291,-71.104352,42.365284,-71.104383,Central Sq
42.355145,-71.108272,42.35482,-71.108424,Sidney St
42.379659,-71.145257,42.379559,-71.145422,Huron Ave
42.37669,-71.105867,42.376725,-71.105808,Magnolia Ave
42.395921,-71.128886,42.395156,-71.130147,Norris St
42.369235,-71.117397,42.369403,-71.117684,Memorial Dr
42.379688,-71.122136,42.379676,-71.122187,Chauncy St
42.377938,-71.127411,42.377932,-71.127421,Berkeley Pl
42.38455,-71.141302,42.38458,-71.141352,Lakeview Ave
42.359166,-71.112982,42.359099,-71.113055,Whitney Ave
42.364387,-71.100674,42.364613,-71.100434,Douglass St
42.377383,-71.133725,42.37737,-71.133819,Brattle St
42.363848,-71.108841,42.363955,-71.108859,Kinnaird St
42.36644,-71.084313,42.366048,-71.084408,Fifth St
42.363267,-71.097511,42.363267,-71.097511,Main St
42.374832,-71.114477,42.374862,-71.114541,Broadway
42.369421,-71.117098,42.369313,-71.11716,Dewolfe St
42.399332,-71.13031,42.399396,-71.130247,Gold Star Rd
42.35483,-71.10255,42.354831,-71.102562,Amherst Aly
42.362016,-71.081913,42.36203,-71.082144,Main St
42.38065,-71.120758,42.38065,-71.120794,Langdon St
42.372773,-71.094567,42.372912,-71.094512,Columbia St
42.367107,-71.095416,42.367172,-71.095582,Broadway
42.399533,-71.134265,42.399505,-71.134265,Brookford St
42.384063,-71.122377,42.384161,-71.122435,Washington Ave
42.377933,-71.152084,42.377992,-71.152098,Cushing St
42.361674,-71.11098,42.361315,-71.111407,Pleasant St
42.368006,-71.109952,42.368068,-71.110084,Green St
42.361784,-71.078481,42.36175,-71.078486,Memorial Dr
42.376253,-71.143856,42.376256,-71.143858,Fresh Pond Ln
42.377618,-71.126442,42.377574,-71.126486,St Johns Rd
42.370964,-71.107374,42.3711,-71.107784,Chatham St
42.365541,-71.101807,42.365853,-71.102331,Bishop Allen Dr
42.364229,-71.106111,42.364388,-71.106375,Auburn St
42.36171,-71.103494,42.361638,-71.103559,Brookline St
42.365364,-71.098628,42.365402,-71.098765,Washington St
42.380557,-71.121835,42.380661,-71.121887,Langdon Sq
42.371542,-71.110539,42.371733,-71.11041,Ellery St
