45.529275,-122.645447222,Pacific Street,20th Avenue
45.5122138889,-122.654691667,11th Avenue,Hawthorne Boulevard
45.51868,-122.679980556,Broadway,Yamhill Street
45.5350944444,-122.666745833,Williams Avenue,Broadway
45.5040777778,-122.484660278,174th Avenue,Division Street
45.5343361111,-122.651910833,Weidler Street,14th Avenue
45.4674366667,-122.717188889,Multnomah Boulevard,40th Avenue
45.5048472222,-122.496625,162nd Avenue,Division Street
45.4741666667,-122.641513889,Bybee Boulevard,23rd Avenue
45.5269694444,-122.653572222,12th Avenue,Glisan Street
45.5791472222,-122.6928,Farragut Street,Delaware Avenue
45.5236444444,-122.6607,Couch Street,Grand Avenue
